YEAR,MONTH,STATE,TYPE OF PRODUCER,ENERGY SOURCE              (UNITS),CONSUMPTION
2018,10,NC,Total Electric Power Industry,Petroleum (Barrels),21281
2018,10,ND,Total Electric Power Industry,Coal (Short Tons),1597530
2018,10,ND,Total Electric Power Industry,Natural Gas (Mcf),686318
2018,10,ND,Total Electric Power Industry,Petroleum (Barrels),4938
2018,10,NE,Total Electric Power Industry,Coal (Short Tons),1233577
2018,10,NE,Total Electric Power Industry,Natural Gas (Mcf),1172524
2018,10,NE,Total Electric Power Industry,Petroleum (Barrels),2974
2018,10,NH,Total Electric Power Industry,Coal (Short Tons),161
2018,10,NH,Total Electric Power Industry,Natural Gas (Mcf),3221303
2018,10,NH,Total Electric Power Industry,Petroleum (Barrels),1426
2018,10,NJ,Total Electric Power Industry,Coal (Short Tons),33822
2018,10,NJ,Total Electric Power Industry,Natural Gas (Mcf),22455115
2018,10,NJ,Total Electric Power Industry,Petroleum (Barrels),6226
2018,10,NM,Total Electric Power Industry,Coal (Short Tons),706319
2018,10,NM,Total Electric Power Industry,Natural Gas (Mcf),6809756
2018,10,NM,Total Electric Power Industry,Petroleum (Barrels),7386
2018,10,NV,Total Electric Power Industry,Coal (Short Tons),93544
2018,10,NV,Total Electric Power Industry,Natural Gas (Mcf),14986138
2018,10,NV,Total Electric Power Industry,Petroleum (Barrels),1833
2018,10,NY,Total Electric Power Industry,Coal (Short Tons),1274
2018,10,NY,Total Electric Power Industry,Natural Gas (Mcf),33762185
2018,10,NY,Total Electric Power Industry,Petroleum (Barrels),6252
2018,10,OH,Total Electric Power Industry,Coal (Short Tons),2094647
2018,10,OH,Total Electric Power Industry,Natural Gas (Mcf),27729192
2018,10,OH,Total Electric Power Industry,Petroleum (Barrels),227199
2018,10,OK,Total Electric Power Industry,Coal (Short Tons),487376
2018,10,OK,Total Electric Power Industry,Natural Gas (Mcf),22682068
2018,10,OK,Total Electric Power Industry,Petroleum (Barrels),2796
2018,10,OR,Total Electric Power Industry,Coal (Short Tons),61684
2018,10,OR,Total Electric Power Industry,Natural Gas (Mcf),11296477
2018,10,OR,Total Electric Power Industry,Petroleum (Barrels),785
2018,10,PA,Total Electric Power Industry,Coal (Short Tons),1343811
2018,10,PA,Total Electric Power Industry,Natural Gas (Mcf),48081360
2018,10,PA,Total Electric Power Industry,Petroleum (Barrels),45876
2018,10,RI,Total Electric Power Industry,Coal (Short Tons),0
2018,10,RI,Total Electric Power Industry,Natural Gas (Mcf),6630890
2018,10,RI,Total Electric Power Industry,Petroleum (Barrels),1146
2018,10,SC,Total Electric Power Industry,Coal (Short Tons),744639
2018,10,SC,Total Electric Power Industry,Natural Gas (Mcf),16727577
2018,10,SC,Total Electric Power Industry,Petroleum (Barrels),14915
2018,10,SD,Total Electric Power Industry,Coal (Short Tons),0
2018,10,SD,Total Electric Power Industry,Natural Gas (Mcf),346940
2018,10,SD,Total Electric Power Industry,Petroleum (Barrels),5339
2018,10,TN,Total Electric Power Industry,Coal (Short Tons),614928
2018,10,TN,Total Electric Power Industry,Natural Gas (Mcf),9987496
2018,10,TN,Total Electric Power Industry,Petroleum (Barrels),28612
2018,10,TX,Total Electric Power Industry,Coal (Short Tons),6476976
2018,10,TX,Total Electric Power Industry,Natural Gas (Mcf),133842279
2018,10,TX,Total Electric Power Industry,Petroleum (Barrels),21823
2018,10,UT,Total Electric Power Industry,Coal (Short Tons),1014510
2018,10,UT,Total Electric Power Industry,Natural Gas (Mcf),6485444
2018,10,UT,Total Electric Power Industry,Petroleum (Barrels),7697
2018,10,VA,Total Electric Power Industry,Coal (Short Tons),102882
2018,10,VA,Total Electric Power Industry,Natural Gas (Mcf),21805591
2018,10,VA,Total Electric Power Industry,Petroleum (Barrels),95954
2018,10,VT,Total Electric Power Industry,Natural Gas (Mcf),1884
2018,10,VT,Total Electric Power Industry,Petroleum (Barrels),239
2018,10,WA,Total Electric Power Industry,Coal (Short Tons),542674
2018,10,WA,Total Electric Power Industry,Natural Gas (Mcf),5702460
2018,10,WA,Total Electric Power Industry,Petroleum (Barrels),9801
2018,10,WI,Total Electric Power Industry,Coal (Short Tons),1519697
2018,10,WI,Total Electric Power Industry,Natural Gas (Mcf),10404972
2018,10,WI,Total Electric Power Industry,Petroleum (Barrels),15295
2018,10,WV,Total Electric Power Industry,Coal (Short Tons),1780028
2018,10,WV,Total Electric Power Industry,Natural Gas (Mcf),1613888
2018,10,WV,Total Electric Power Industry,Petroleum (Barrels),18485
2018,10,WY,Total Electric Power Industry,Coal (Short Tons),2054017
2018,10,WY,Total Electric Power Industry,Natural Gas (Mcf),593811
2018,10,WY,Total Electric Power Industry,Petroleum (Barrels),12407
2018,11,AK,Total Electric Power Industry,Coal (Short Tons),65768
2018,11,AK,Total Electric Power Industry,Natural Gas (Mcf),2086956
2018,11,AK,Total Electric Power Industry,Petroleum (Barrels),112121
2018,11,AL,Total Electric Power Industry,Coal (Short Tons),1027217
2018,11,AL,Total Electric Power Industry,Natural Gas (Mcf),30923549
2018,11,AL,Total Electric Power Industry,Petroleum (Barrels),3879
2018,11,AR,Total Electric Power Industry,Coal (Short Tons),1687665
2018,11,AR,Total Electric Power Industry,Natural Gas (Mcf),6812642
2018,11,AR,Total Electric Power Industry,Petroleum (Barrels),2238
2018,11,AZ,Total Electric Power Industry,Coal (Short Tons),1370499
2018,11,AZ,Total Electric Power Industry,Natural Gas (Mcf),21570651
2018,11,AZ,Total Electric Power Industry,Petroleum (Barrels),8040
2018,11,CA,Total Electric Power Industry,Coal (Short Tons),4180
2018,11,CA,Total Electric Power Industry,Natural Gas (Mcf),57099630
2018,11,CA,Total Electric Power Industry,Petroleum (Barrels),5282
2018,11,CO,Total Electric Power Industry,Coal (Short Tons),1306841
2018,11,CO,Total Electric Power Industry,Natural Gas (Mcf),9518579
2018,11,CO,Total Electric Power Industry,Petroleum (Barrels),5743
2018,11,CT,Total Electric Power Industry,Coal (Short Tons),23484
2018,11,CT,Total Electric Power Industry,Natural Gas (Mcf),12689922
2018,11,CT,Total Electric Power Industry,Petroleum (Barrels),9271
2018,11,DC,Total Electric Power Industry,Natural Gas (Mcf),20204
2018,11,DC,Total Electric Power Industry,Petroleum (Barrels),0
2018,11,DE,Total Electric Power Industry,Coal (Short Tons),0
2018,11,DE,Total Electric Power Industry,Natural Gas (Mcf),1919379
2018,11,DE,Total Electric Power Industry,Petroleum (Barrels),684
2018,11,FL,Total Electric Power Industry,Coal (Short Tons),987254
2018,11,FL,Total Electric Power Industry,Natural Gas (Mcf),95149081
2018,11,FL,Total Electric Power Industry,Petroleum (Barrels),61646
2018,11,GA,Total Electric Power Industry,Coal (Short Tons),1633029
2018,11,GA,Total Electric Power Industry,Natural Gas (Mcf),25080805
2018,11,GA,Total Electric Power Industry,Petroleum (Barrels),57619
2018,11,HI,Total Electric Power Industry,Coal (Short Tons),58450
2018,11,HI,Total Electric Power Industry,Petroleum (Barrels),961533
2018,11,IA,Total Electric Power Industry,Coal (Short Tons),1454100
2018,11,IA,Total Electric Power Industry,Natural Gas (Mcf),2443293
2018,11,IA,Total Electric Power Industry,Petroleum (Barrels),11356
2018,11,ID,Total Electric Power Industry,Coal (Short Tons),583
2018,11,ID,Total Electric Power Industry,Natural Gas (Mcf),3012331
2018,11,ID,Total Electric Power Industry,Petroleum (Barrels),28
2018,11,IL,Total Electric Power Industry,Coal (Short Tons),2727952
2018,11,IL,Total Electric Power Industry,Natural Gas (Mcf),9937237
2018,11,IL,Total Electric Power Industry,Petroleum (Barrels),10183
2018,11,IN,Total Electric Power Industry,Coal (Short Tons),3346900
2018,11,IN,Total Electric Power Industry,Natural Gas (Mcf),15936550
2018,11,IN,Total Electric Power Industry,Petroleum (Barrels),27091
2018,11,KS,Total Electric Power Industry,Coal (Short Tons),994313
2018,11,KS,Total Electric Power Industry,Natural Gas (Mcf),1556319
2018,11,KS,Total Electric Power Industry,Petroleum (Barrels),7910
2018,11,KY,Total Electric Power Industry,Coal (Short Tons),2333619
2018,11,KY,Total Electric Power Industry,Natural Gas (Mcf),8961872
2018,11,KY,Total Electric Power Industry,Petroleum (Barrels),16753
2018,11,LA,Total Electric Power Industry,Coal (Short Tons),641904
2018,11,LA,Total Electric Power Industry,Natural Gas (Mcf),28846938
2018,11,LA,Total Electric Power Industry,Petroleum (Barrels),758999
2018,11,MA,Total Electric Power Industry,Coal (Short Tons),0
2018,11,MA,Total Electric Power Industry,Natural Gas (Mcf),7493313
2018,11,MA,Total Electric Power Industry,Petroleum (Barrels),9898
2018,11,MD,Total Electric Power Industry,Coal (Short Tons),359462
2018,11,MD,Total Electric Power Industry,Natural Gas (Mcf),6404358
2018,11,MD,Total Electric Power Industry,Petroleum (Barrels),13358
2018,11,ME,Total Electric Power Industry,Coal (Short Tons),1106
2018,11,ME,Total Electric Power Industry,Natural Gas (Mcf),980481
2018,11,ME,Total Electric Power Industry,Petroleum (Barrels),10780
2018,11,MI,Total Electric Power Industry,Coal (Short Tons),1798855
2018,11,MI,Total Electric Power Industry,Natural Gas (Mcf),14337327
2018,11,MI,Total Electric Power Industry,Petroleum (Barrels),203246
2018,11,MN,Total Electric Power Industry,Coal (Short Tons),1353735
2018,11,MN,Total Electric Power Industry,Natural Gas (Mcf),3207842
2018,11,MN,Total Electric Power Industry,Petroleum (Barrels),4258
2018,11,MO,Total Electric Power Industry,Coal (Short Tons),2828845
2018,11,MO,Total Electric Power Industry,Natural Gas (Mcf),4444366
2018,11,MO,Total Electric Power Industry,Petroleum (Barrels),20563
2018,11,MS,Total Electric Power Industry,Coal (Short Tons),446574
2018,11,MS,Total Electric Power Industry,Natural Gas (Mcf),24331776
2018,11,MS,Total Electric Power Industry,Petroleum (Barrels),2843
2018,11,MT,Total Electric Power Industry,Coal (Short Tons),953747
2018,11,MT,Total Electric Power Industry,Natural Gas (Mcf),547896
2018,11,MT,Total Electric Power Industry,Petroleum (Barrels),75378
2018,11,NC,Total Electric Power Industry,Coal (Short Tons),768472
2018,11,NC,Total Electric Power Industry,Natural Gas (Mcf),26910456
2018,11,NC,Total Electric Power Industry,Petroleum (Barrels),47020
2018,11,ND,Total Electric Power Industry,Coal (Short Tons),1796949
2018,11,ND,Total Electric Power Industry,Natural Gas (Mcf),591185
2018,11,ND,Total Electric Power Industry,Petroleum (Barrels),6918
2018,11,NE,Total Electric Power Industry,Coal (Short Tons),1260720
2018,11,NE,Total Electric Power Industry,Natural Gas (Mcf),763808
2018,11,NE,Total Electric Power Industry,Petroleum (Barrels),2405
2018,11,NH,Total Electric Power Industry,Coal (Short Tons),12642
2018,11,NH,Total Electric Power Industry,Natural Gas (Mcf),1400811
2018,11,NH,Total Electric Power Industry,Petroleum (Barrels),22961
2018,11,NJ,Total Electric Power Industry,Coal (Short Tons),33984
2018,11,NJ,Total Electric Power Industry,Natural Gas (Mcf),18522213
2018,11,NJ,Total Electric Power Industry,Petroleum (Barrels),7747
2018,11,NM,Total Electric Power Industry,Coal (Short Tons),808437
2018,11,NM,Total Electric Power Industry,Natural Gas (Mcf),7612362
2018,11,NM,Total Electric Power Industry,Petroleum (Barrels),3919
2018,11,NV,Total Electric Power Industry,Coal (Short Tons),144786
2018,11,NV,Total Electric Power Industry,Natural Gas (Mcf),13481472
2018,11,NV,Total Electric Power Industry,Petroleum (Barrels),1492
2018,11,NY,Total Electric Power Industry,Coal (Short Tons),1413
2018,11,NY,Total Electric Power Industry,Natural Gas (Mcf),28444406
2018,11,NY,Total Electric Power Industry,Petroleum (Barrels),21646
2018,11,OH,Total Electric Power Industry,Coal (Short Tons),1996218
2018,11,OH,Total Electric Power Industry,Natural Gas (Mcf),28439835
2018,11,OH,Total Electric Power Industry,Petroleum (Barrels),279024
2018,11,OK,Total Electric Power Industry,Coal (Short Tons),692507
2018,11,OK,Total Electric Power Industry,Natural Gas (Mcf),22051285
2018,11,OK,Total Electric Power Industry,Petroleum (Barrels),4707
2018,11,OR,Total Electric Power Industry,Coal (Short Tons),67709
2018,11,OR,Total Electric Power Industry,Natural Gas (Mcf),12482668
2018,11,OR,Total Electric Power Industry,Petroleum (Barrels),1466
2018,11,PA,Total Electric Power Industry,Coal (Short Tons),1758182
2018,11,PA,Total Electric Power Industry,Natural Gas (Mcf),40529468
2018,11,PA,Total Electric Power Industry,Petroleum (Barrels),95576
2018,11,RI,Total Electric Power Industry,Coal (Short Tons),0
2018,11,RI,Total Electric Power Industry,Natural Gas (Mcf),4226862
2018,11,RI,Total Electric Power Industry,Petroleum (Barrels),3667
2018,11,SC,Total Electric Power Industry,Coal (Short Tons),659358
2018,11,SC,Total Electric Power Industry,Natural Gas (Mcf),16209761
2018,11,SC,Total Electric Power Industry,Petroleum (Barrels),29944
2018,11,SD,Total Electric Power Industry,Coal (Short Tons),88492
2018,11,SD,Total Electric Power Industry,Natural Gas (Mcf),744600
2018,11,SD,Total Electric Power Industry,Petroleum (Barrels),3064
2018,11,TN,Total Electric Power Industry,Coal (Short Tons),447537
2018,11,TN,Total Electric Power Industry,Natural Gas (Mcf),8773395
2018,11,TN,Total Electric Power Industry,Petroleum (Barrels),22506
2018,11,TX,Total Electric Power Industry,Coal (Short Tons),6356268
2018,11,TX,Total Electric Power Industry,Natural Gas (Mcf),113300040
2018,11,TX,Total Electric Power Industry,Petroleum (Barrels),27732
2018,11,UT,Total Electric Power Industry,Coal (Short Tons),1175595
2018,11,UT,Total Electric Power Industry,Natural Gas (Mcf),5839786
2018,11,UT,Total Electric Power Industry,Petroleum (Barrels),5606
2018,11,VA,Total Electric Power Industry,Coal (Short Tons),392595
2018,11,VA,Total Electric Power Industry,Natural Gas (Mcf),28177646
2018,11,VA,Total Electric Power Industry,Petroleum (Barrels),107829
2018,11,VT,Total Electric Power Industry,Natural Gas (Mcf),1257
2018,11,VT,Total Electric Power Industry,Petroleum (Barrels),513
2018,11,WA,Total Electric Power Industry,Coal (Short Tons),497429
2018,11,WA,Total Electric Power Industry,Natural Gas (Mcf),1134752
2018,11,WA,Total Electric Power Industry,Petroleum (Barrels),3304
2018,11,WI,Total Electric Power Industry,Coal (Short Tons),1621139
2018,11,WI,Total Electric Power Industry,Natural Gas (Mcf),8220670
2018,11,WI,Total Electric Power Industry,Petroleum (Barrels),27062
2018,11,WV,Total Electric Power Industry,Coal (Short Tons),1641880
2018,11,WV,Total Electric Power Industry,Natural Gas (Mcf),880701
2018,11,WV,Total Electric Power Industry,Petroleum (Barrels),19946
2018,11,WY,Total Electric Power Industry,Coal (Short Tons),2073267
2018,11,WY,Total Electric Power Industry,Natural Gas (Mcf),620274
2018,11,WY,Total Electric Power Industry,Petroleum (Barrels),7501
2018,12,AK,Total Electric Power Industry,Coal (Short Tons),47358
2018,12,AK,Total Electric Power Industry,Natural Gas (Mcf),2264043
2018,12,AK,Total Electric Power Industry,Petroleum (Barrels),149995
2018,12,AL,Total Electric Power Industry,Coal (Short Tons),1083223
2018,12,AL,Total Electric Power Industry,Natural Gas (Mcf),29966609
2018,12,AL,Total Electric Power Industry,Petroleum (Barrels),11921
2018,12,AR,Total Electric Power Industry,Coal (Short Tons),1750486
2018,12,AR,Total Electric Power Industry,Natural Gas (Mcf),5266235
2018,12,AR,Total Electric Power Industry,Petroleum (Barrels),2296
2018,12,AZ,Total Electric Power Industry,Coal (Short Tons),1492853
2018,12,AZ,Total Electric Power Industry,Natural Gas (Mcf),22808212
2018,12,AZ,Total Electric Power Industry,Petroleum (Barrels),3605
2018,12,CA,Total Electric Power Industry,Coal (Short Tons),4547
2018,12,CA,Total Electric Power Industry,Natural Gas (Mcf),56137575
2018,12,CA,Total Electric Power Industry,Petroleum (Barrels),7378
2018,12,CO,Total Electric Power Industry,Coal (Short Tons),1471783
2018,12,CO,Total Electric Power Industry,Natural Gas (Mcf),9758756
2018,12,CO,Total Electric Power Industry,Petroleum (Barrels),2369
2018,12,CT,Total Electric Power Industry,Coal (Short Tons),29159
2018,12,CT,Total Electric Power Industry,Natural Gas (Mcf),13148273
2018,12,CT,Total Electric Power Industry,Petroleum (Barrels),5481
2018,12,DC,Total Electric Power Industry,Natural Gas (Mcf),57603
2018,12,DC,Total Electric Power Industry,Petroleum (Barrels),0
2018,12,DE,Total Electric Power Industry,Coal (Short Tons),3470
2018,12,DE,Total Electric Power Industry,Natural Gas (Mcf),1496950
2018,12,DE,Total Electric Power Industry,Petroleum (Barrels),6649
2018,12,FL,Total Electric Power Industry,Coal (Short Tons),1075601
2018,12,FL,Total Electric Power Industry,Natural Gas (Mcf),84849287
2018,12,FL,Total Electric Power Industry,Petroleum (Barrels),249608
2018,12,GA,Total Electric Power Industry,Coal (Short Tons),1433077
2018,12,GA,Total Electric Power Industry,Natural Gas (Mcf),28091808
2018,12,GA,Total Electric Power Industry,Petroleum (Barrels),57088
2018,12,HI,Total Electric Power Industry,Coal (Short Tons),62330
2018,12,HI,Total Electric Power Industry,Petroleum (Barrels),896074
2018,12,IA,Total Electric Power Industry,Coal (Short Tons),1484120
2018,12,IA,Total Electric Power Industry,Natural Gas (Mcf),3482613
